FoodCategory,FoodItem,per100grams,Cals_per100grams,KJ_per100grams,Image
(Fruit)Juices,Tangerine Juice,100ml,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/960140083
(Fruit)Juices,Tomato Juice,100ml,17 cal,71 kJ,https://images.albertsons-media.com/is/image/ABS/120010054
(Fruit)Juices,Vegetable Juice,100ml,21 cal,88 kJ,https://images.albertsons-media.com/is/image/ABS/960548826
(Fruit)Juices,White Grape Juice,100ml,75 cal,315 kJ,https://images.albertsons-media.com/is/image/ABS/120020288
AlcoholicDrinks&Beverages,Absinthe,100ml,348 cal,1462 kJ,
AlcoholicDrinks&Beverages,Advocaat,100ml,283 cal,1189 kJ,https://images.albertsons-media.com/is/image/ABS/184040105
AlcoholicDrinks&Beverages,Amaretto,100ml,310 cal,1302 kJ,https://images.albertsons-media.com/is/image/ABS/189030326
AlcoholicDrinks&Beverages,Applejack,100ml,233 cal,979 kJ,https://images.albertsons-media.com/is/image/ABS/970460664
AlcoholicDrinks&Beverages,Asti,100ml,138 cal,580 kJ,https://images.albertsons-media.com/is/image/ABS/960047376
AlcoholicDrinks&Beverages,Bailey’s Irish Cream,100ml,327 cal,1373 kJ,https://images.albertsons-media.com/is/image/ABS/189031266
AlcoholicDrinks&Beverages,Baileys,100ml,327 cal,1373 kJ,https://images.albertsons-media.com/is/image/ABS/189031266
AlcoholicDrinks&Beverages,Beer,100ml,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/189010978
AlcoholicDrinks&Beverages,Blue Curacao,100ml,243 cal,1021 kJ,
AlcoholicDrinks&Beverages,Bourbon,100ml,233 cal,979 kJ,https://images.albertsons-media.com/is/image/ABS/960100560
AlcoholicDrinks&Beverages,Brandy,100ml,213 cal,895 kJ,https://images.albertsons-media.com/is/image/ABS/189030112
AlcoholicDrinks&Beverages,Canadian Whiskey,100ml,216 cal,907 kJ,https://images.albertsons-media.com/is/image/ABS/189030677
AlcoholicDrinks&Beverages,Chambord,100ml,348 cal,1462 kJ,https://images.albertsons-media.com/is/image/ABS/189030157
AlcoholicDrinks&Beverages,Champagne,100ml,75 cal,315 kJ,https://images.albertsons-media.com/is/image/ABS/960039725
AlcoholicDrinks&Beverages,Cider,100ml,49 cal,206 kJ,https://images.albertsons-media.com/is/image/ABS/184830763
AlcoholicDrinks&Beverages,Cognac,100ml,235 cal,987 kJ,https://images.albertsons-media.com/is/image/ABS/189031580
AlcoholicDrinks&Beverages,Cointreau,100ml,320 cal,1344 kJ,https://images.albertsons-media.com/is/image/ABS/189030206
AlcoholicDrinks&Beverages,Drambuie,100ml,358 cal,1504 kJ,https://images.albertsons-media.com/is/image/ABS/189030383
AlcoholicDrinks&Beverages,Frangelico,100ml,238 cal,1000 kJ,https://images.albertsons-media.com/is/image/ABS/960072433
AlcoholicDrinks&Beverages,Gin,100ml,263 cal,1105 kJ,https://images.albertsons-media.com/is/image/ABS/189030130
AlcoholicDrinks&Beverages,Glenfiddich,100ml,230 cal,966 kJ,https://images.albertsons-media.com/is/image/ABS/189031249
AlcoholicDrinks&Beverages,Grand Marnier,100ml,253 cal,1063 kJ,https://images.albertsons-media.com/is/image/ABS/189032359
AlcoholicDrinks&Beverages,Irish Whiskey,100ml,233 cal,979 kJ,https://images.albertsons-media.com/is/image/ABS/189030921
AlcoholicDrinks&Beverages,Jack Daniel’s,100ml,146 cal,613 kJ,https://images.albertsons-media.com/is/image/ABS/960033580
AlcoholicDrinks&Beverages,Jagermeister,100ml,250 cal,1050 kJ,https://images.albertsons-media.com/is/image/ABS/189031246
AlcoholicDrinks&Beverages,Jim Beam,100ml,222 cal,932 kJ,https://images.albertsons-media.com/is/image/ABS/189030471
AlcoholicDrinks&Beverages,Kahlua,100ml,180 cal,756 kJ,https://images.albertsons-media.com/is/image/ABS/189030836
AlcoholicDrinks&Beverages,Liqueur,100ml,250 cal,1050 kJ,https://images.albertsons-media.com/is/image/ABS/189031246
AlcoholicDrinks&Beverages,Liquor,100ml,250 cal,1050 kJ,
AlcoholicDrinks&Beverages,Midori,100ml,267 cal,1121 kJ,https://images.albertsons-media.com/is/image/ABS/189030620
AlcoholicDrinks&Beverages,Prosecco,100ml,66 cal,277 kJ,https://images.albertsons-media.com/is/image/ABS/960039725
AlcoholicDrinks&Beverages,Punch,100ml,62 cal,260 kJ,https://images.albertsons-media.com/is/image/ABS/108050190
AlcoholicDrinks&Beverages,Red Wine,100ml,85 cal,357 kJ,https://images.albertsons-media.com/is/image/ABS/960063311
AlcoholicDrinks&Beverages,Rose Wine,100ml,71 cal,298 kJ,https://images.albertsons-media.com/is/image/ABS/960011847
AlcoholicDrinks&Beverages,Rum,100ml,231 cal,970 kJ,https://images.albertsons-media.com/is/image/ABS/189030461
AlcoholicDrinks&Beverages,Sambuca,100ml,333 cal,1399 kJ,https://images.albertsons-media.com/is/image/ABS/960565454
AlcoholicDrinks&Beverages,Sangria,100ml,96 cal,403 kJ,https://images.albertsons-media.com/is/image/ABS/189200005
AlcoholicDrinks&Beverages,Scotch,100ml,222 cal,932 kJ,https://images.albertsons-media.com/is/image/ABS/189031464
AlcoholicDrinks&Beverages,Sherry,100ml,116 cal,487 kJ,https://images.albertsons-media.com/is/image/ABS/105450248
AlcoholicDrinks&Beverages,Sloe Gin,100ml,332 cal,1394 kJ,https://images.albertsons-media.com/is/image/ABS/289032989
AlcoholicDrinks&Beverages,Southern Comfort,100ml,247 cal,1037 kJ,https://images.albertsons-media.com/is/image/ABS/189030832
AlcoholicDrinks&Beverages,Tequila,100ml,110 cal,462 kJ,https://images.albertsons-media.com/is/image/ABS/189030102
AlcoholicDrinks&Beverages,Triple Sec,100ml,153 cal,643 kJ,https://images.albertsons-media.com/is/image/ABS/189031795
AlcoholicDrinks&Beverages,Vermouth,100ml,130 cal,546 kJ,https://images.albertsons-media.com/is/image/ABS/189300026
AlcoholicDrinks&Beverages,Vodka,100ml,231 cal,970 kJ,https://images.albertsons-media.com/is/image/ABS/189031547
AlcoholicDrinks&Beverages,Whisky,100ml,250 cal,1050 kJ,https://images.albertsons-media.com/is/image/ABS/189030366
AlcoholicDrinks&Beverages,White Wine,100ml,82 cal,344 kJ,https://images.albertsons-media.com/is/image/ABS/189054965
AlcoholicDrinks&Beverages,Wine,100ml,83 cal,349 kJ,https://images.albertsons-media.com/is/image/ABS/960033010
Beer,Ale,100ml,35 cal,147 kJ,https://images.albertsons-media.com/is/image/ABS/960545474
Beer,Altbier,100ml,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/970065846
Beer,Bass,100ml,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/970026656
Beer,Beck’s,100ml,39 cal,164 kJ,https://images.albertsons-media.com/is/image/ABS/189010100
Beer,Beer,100ml,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/189010978
Beer,Blue Moon,100ml,48 cal,202 kJ,https://images.albertsons-media.com/is/image/ABS/189011112
Beer,Bock Beer,100ml,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/189014070
Beer,Buckler (N.A.),100ml,21 cal,88 kJ,
Beer,Bud Ice,100ml,35 cal,147 kJ,https://images.albertsons-media.com/is/image/ABS/960088232
Beer,Bud Light,100ml,29 cal,122 kJ,https://images.albertsons-media.com/is/image/ABS/189011596
Beer,Bud Light Chelada,100ml,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/960088236
Beer,Bud Light Lime,100ml,34 cal,143 kJ,https://images.albertsons-media.com/is/image/ABS/960013721
Beer,Bud Select,100ml,28 cal,118 kJ,https://images.albertsons-media.com/is/image/ABS/960013721
Beer,Bud Select 55,100ml,15 cal,63 kJ,https://images.albertsons-media.com/is/image/ABS/960013721
Beer,Budweiser,100ml,41 cal,172 kJ,https://images.albertsons-media.com/is/image/ABS/289012073
Beer,Budweiser Chelada,100ml,52 cal,218 kJ,https://images.albertsons-media.com/is/image/ABS/960088312
Beer,Busch,100ml,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/189010855
Beer,Busch Light,100ml,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/189010855
Beer,Busch N.A.,100ml,17 cal,71 kJ,https://images.albertsons-media.com/is/image/ABS/960416336
Beer,Carlsberg,100ml,32 cal,134 kJ,https://images.albertsons-media.com/is/image/ABS/960332104
Beer,Clausthaler (N.A.),100ml,26 cal,109 kJ,https://images.albertsons-media.com/is/image/ABS/960206137
Beer,Colt 45,100ml,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/960436833
Beer,Coors,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/189010164
Beer,Coors Light,100ml,29 cal,122 kJ,https://images.albertsons-media.com/is/image/ABS/189010164
Beer,Coors N.A.,100ml,18 cal,76 kJ,https://images.albertsons-media.com/is/image/ABS/960043419
Beer,Corona,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/189010026
Beer,Dark Beer,100ml,46 cal,193 kJ,https://images.albertsons-media.com/is/image/ABS/189010622
Beer,Genesee Cream Ale,100ml,46 cal,193 kJ,https://images.albertsons-media.com/is/image/ABS/960545474
Beer,Ginger Beer,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/960115400
Beer,Guinness,100ml,35 cal,147 kJ,https://images.albertsons-media.com/is/image/ABS/189013662
Beer,Heineken,100ml,35 cal,147 kJ,https://images.albertsons-media.com/is/image/ABS/289010523
Beer,Honey Brown,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/960198164
Beer,Hurricane High Gravity,100ml,39 cal,164 kJ,https://images.albertsons-media.com/is/image/ABS/960214916
Beer,IPA,100ml,51 cal,214 kJ,https://images.albertsons-media.com/is/image/ABS/960137461
Beer,Keystone Ice,100ml,40 cal,168 kJ,https://images.albertsons-media.com/is/image/ABS/960272395
Beer,Keystone Light,100ml,29 cal,122 kJ,https://images.albertsons-media.com/is/image/ABS/960272395
Beer,Koelsch,100ml,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/960459286
Beer,Labatt,100ml,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/960025468
Beer,Lager Beer,100ml,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/189010554
Beer,Land Shark,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/960013427
Beer,Light Beer,100ml,29 cal,122 kJ,https://images.albertsons-media.com/is/image/ABS/189010970
Beer,Lowenbrau,100ml,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/960486586
Beer,Malt Beer,100ml,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/189012625
Beer,Michelob Amber Bock,100ml,47 cal,197 kJ,
Beer,Michelob Lager,100ml,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/960323400
Beer,Michelob Light,100ml,32 cal,134 kJ,https://images.albertsons-media.com/is/image/ABS/189010970
Beer,Michelob Ultra,100ml,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/960075969
Beer,Michelob Ultra Amber,100ml,26 cal,109 kJ,https://images.albertsons-media.com/is/image/ABS/970091088
Beer,Michelob Ultra Lime Cactus,100ml,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/960246559
Beer,Miller Chill,100ml,31 cal,130 kJ,
Beer,Miller Genuine Draft,100ml,40 cal,168 kJ,https://images.albertsons-media.com/is/image/ABS/189010189
Beer,Miller High Life,100ml,40 cal,168 kJ,https://images.albertsons-media.com/is/image/ABS/289010284
Beer,Miller High Life Light,100ml,31 cal,130 kJ,https://images.albertsons-media.com/is/image/ABS/960201278
Beer,Miller Lite,100ml,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/189010922
Beer,Milwaukee’s Best,100ml,36 cal,151 kJ,https://images.albertsons-media.com/is/image/ABS/960169869
Beer,Milwaukee’s Best Light,100ml,28 cal,118 kJ,https://images.albertsons-media.com/is/image/ABS/176250040
Beer,Molson,100ml,42 cal,176 kJ,
Beer,Natural Ice,100ml,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/142100392
Beer,Natural Light,100ml,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/960089824
Beer,Newcastle,100ml,39 cal,164 kJ,https://images.albertsons-media.com/is/image/ABS/189013237
Beer,Non-alcoholic Beer,100ml,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/189010283
Beer,O’Doul’s (N.A.),100ml,19 cal,80 kJ,
Beer,Old Milwaukee,100ml,41 cal,172 kJ,https://images.albertsons-media.com/is/image/ABS/960432723
Beer,Old Milwaukee N.A.,100ml,16 cal,67 kJ,
Beer,Olde English,100ml,45 cal,189 kJ,
Beer,Pabst Blue Ribbon,100ml,41 cal,172 kJ,https://images.albertsons-media.com/is/image/ABS/960132904
Beer,Pale Ale,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/960064404
Beer,Pilsner,100ml,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/960019602
Beer,Porter,100ml,54 cal,227 kJ,https://images.albertsons-media.com/is/image/ABS/189010622
Beer,Redbridge (Gluten-free),100ml,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/960000547
Beer,Rolling Rock,100ml,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/189010162
Beer,Rolling Rock Light,100ml,30 cal,126 kJ,https://images.albertsons-media.com/is/image/ABS/176250040
Beer,Root Beer,100ml,41 cal,172 kJ,https://images.albertsons-media.com/is/image/ABS/108051376
Beer,Samuel Adams,100ml,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/189010568
Beer,Shock Top,100ml,47 cal,197 kJ,https://images.albertsons-media.com/is/image/ABS/960038708
Beer,Shock Top Raspberry Wheat,100ml,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/960242275
Beer,Sierra Nevada Strong,100ml,62 cal,260 kJ,
Beer,Sparks,100ml,74 cal,311 kJ,https://images.albertsons-media.com/is/image/ABS/960109817
Beer,St. Pauli Girl,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/189010778
Beer,Steel Reserve,100ml,63 cal,265 kJ,https://images.albertsons-media.com/is/image/ABS/189012625
Beer,Stout,100ml,51 cal,214 kJ,https://images.albertsons-media.com/is/image/ABS/960136386
Beer,Stout Beer,100ml,51 cal,214 kJ,https://images.albertsons-media.com/is/image/ABS/189010104
Beer,Strong Beer,100ml,55 cal,231 kJ,https://images.albertsons-media.com/is/image/ABS/189057056
Beer,Tilt,100ml,64 cal,269 kJ,
Beer,Wheat Beer,100ml,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/960038708
Non-AlcoholicDrinks&Beverages,ACE Drink,100ml,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/960130249
Non-AlcoholicDrinks&Beverages,Apple Spritzer,100ml,24 cal,101 kJ,https://images.albertsons-media.com/is/image/ABS/960518839
Non-AlcoholicDrinks&Beverages,Chai,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/119030197
Non-AlcoholicDrinks&Beverages,Chai Tea,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/960220457
Non-AlcoholicDrinks&Beverages,Chocolate Milk,100ml,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/960127168
Non-AlcoholicDrinks&Beverages,Chocolate Milkshake,100ml,125 cal,525 kJ,https://images.albertsons-media.com/is/image/ABS/960487882
Non-AlcoholicDrinks&Beverages,Club Mate,100ml,30 cal,126 kJ,https://images.albertsons-media.com/is/image/ABS/960110058
Non-AlcoholicDrinks&Beverages,Coca Cola,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/108010222
Non-AlcoholicDrinks&Beverages,Coffee,100ml,1 cal,4 kJ,https://images.albertsons-media.com/is/image/ABS/960327789
Non-AlcoholicDrinks&Beverages,Coke Zero,100ml,1 cal,4 kJ,https://images.albertsons-media.com/is/image/ABS/108010505
Non-AlcoholicDrinks&Beverages,Cola,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/108010222
Non-AlcoholicDrinks&Beverages,Crystal Light,100ml,263 cal,1105 kJ,https://images.albertsons-media.com/is/image/ABS/960022163
Non-AlcoholicDrinks&Beverages,Diet Coke,100ml,1 cal,4 kJ,https://images.albertsons-media.com/is/image/ABS/108010224
Non-AlcoholicDrinks&Beverages,Egg Cream,100ml,94 cal,395 kJ,https://images.albertsons-media.com/is/image/ABS/970034417
Non-AlcoholicDrinks&Beverages,Egg Nog,100ml,88 cal,370 kJ,https://images.albertsons-media.com/is/image/ABS/960056172
Non-AlcoholicDrinks&Beverages,Elderflower Cordial,100ml,29 cal,122 kJ,https://images.albertsons-media.com/is/image/ABS/960239214
Non-AlcoholicDrinks&Beverages,Evian,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/108200052
Non-AlcoholicDrinks&Beverages,Gatorade,100ml,23 cal,97 kJ,https://images.albertsons-media.com/is/image/ABS/960180238
Non-AlcoholicDrinks&Beverages,Ginger Tea,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/119030755
Non-AlcoholicDrinks&Beverages,Hawaiian Punch,100ml,31 cal,130 kJ,https://images.albertsons-media.com/is/image/ABS/220030040
Non-AlcoholicDrinks&Beverages,Hi-C,100ml,49 cal,206 kJ,https://images.albertsons-media.com/is/image/ABS/960493015
Non-AlcoholicDrinks&Beverages,Horchata,100ml,54 cal,227 kJ,https://images.albertsons-media.com/is/image/ABS/960218387
Non-AlcoholicDrinks&Beverages,Hot Chocolate,100ml,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/960567507
Non-AlcoholicDrinks&Beverages,Ice Tea,100ml,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/960489686
Non-AlcoholicDrinks&Beverages,Iced Tea,100ml,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/960489686
Non-AlcoholicDrinks&Beverages,Karamalz,100ml,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/970480593
Non-AlcoholicDrinks&Beverages,Kombucha,100ml,13 cal,55 kJ,https://images.albertsons-media.com/is/image/ABS/960162117
Non-AlcoholicDrinks&Beverages,Kool-Aid,100ml,26 cal,109 kJ,https://images.albertsons-media.com/is/image/ABS/120070039
Non-AlcoholicDrinks&Beverages,Lassi,100ml,104 cal,437 kJ,https://images.albertsons-media.com/is/image/ABS/970483431
Non-AlcoholicDrinks&Beverages,Latte Macchiato,100ml,57 cal,239 kJ,https://images.albertsons-media.com/is/image/ABS/960220457
Non-AlcoholicDrinks&Beverages,Lemonade,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/960326340
Non-AlcoholicDrinks&Beverages,Malt Beer,100ml,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/189012625
Non-AlcoholicDrinks&Beverages,Milk,100ml,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/136010013
Non-AlcoholicDrinks&Beverages,Milkshake (dry),100g,329 cal,1382 kJ,https://images.albertsons-media.com/is/image/ABS/960137933
Non-AlcoholicDrinks&Beverages,Milo,100g,409 cal,1718 kJ,https://images.albertsons-media.com/is/image/ABS/960252079
Non-AlcoholicDrinks&Beverages,Nectar,100ml,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/127105433
Non-AlcoholicDrinks&Beverages,Nestea,100ml,36 cal,151 kJ,https://images.albertsons-media.com/is/image/ABS/960128397
Non-AlcoholicDrinks&Beverages,Non-alcoholic Beer,100ml,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/189010283
Non-AlcoholicDrinks&Beverages,Powerade,100ml,16 cal,67 kJ,https://images.albertsons-media.com/is/image/ABS/108300007
Non-AlcoholicDrinks&Beverages,Slurpee,100ml,4 cal,17 kJ,
Non-AlcoholicDrinks&Beverages,Slush Puppie,100ml,50 cal,210 kJ,
Non-AlcoholicDrinks&Beverages,Smoothie,100ml,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/960030789
Non-AlcoholicDrinks&Beverages,Soy Milk,100ml,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/960041542
Non-AlcoholicDrinks&Beverages,Strawberry Milkshake,100ml,113 cal,475 kJ,https://images.albertsons-media.com/is/image/ABS/960546870
Non-AlcoholicDrinks&Beverages,Tang,100g,381 cal,1600 kJ,https://images.albertsons-media.com/is/image/ABS/960031385
Non-AlcoholicDrinks&Beverages,Tap Water,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/970484304
Non-AlcoholicDrinks&Beverages,Tea,100ml,1 cal,4 kJ,https://images.albertsons-media.com/is/image/ABS/960489686
Non-AlcoholicDrinks&Beverages,Vanilla Milkshake,100ml,149 cal,626 kJ,https://images.albertsons-media.com/is/image/ABS/960487883
Non-AlcoholicDrinks&Beverages,Volvic,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/960416297
Non-AlcoholicDrinks&Beverages,Water,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/108200133
Non-AlcoholicDrinks&Beverages,Yerba Mate,100ml,62 cal,260 kJ,https://images.albertsons-media.com/is/image/ABS/960149614
Soda&SoftDrinks,7up,100ml,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/108050616
Soda&SoftDrinks,Barq’s,100ml,46 cal,193 kJ,https://images.albertsons-media.com/is/image/ABS/108010230
Soda&SoftDrinks,Bitter Lemon,100ml,34 cal,143 kJ,https://images.albertsons-media.com/is/image/ABS/186920012
Soda&SoftDrinks,Canada Dry Ginger Ale,100ml,41 cal,172 kJ,https://images.albertsons-media.com/is/image/ABS/208050720
Soda&SoftDrinks,Cherry Coke,100ml,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/960208449
Soda&SoftDrinks,Coke,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/108010224
Soda&SoftDrinks,Coke Zero,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/108010505
Soda&SoftDrinks,Diet Cherry Coke,100ml,1 cal,4 kJ,https://images.albertsons-media.com/is/image/ABS/970492917
Soda&SoftDrinks,Diet Coke,100ml,1 cal,4 kJ,https://images.albertsons-media.com/is/image/ABS/108010224
Soda&SoftDrinks,Diet Dr. Pepper,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/108051306
Soda&SoftDrinks,Diet Pepsi,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/108010304
Soda&SoftDrinks,Diet Sunkist,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/108050764
Soda&SoftDrinks,Dr. Brown’s,100ml,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/108050140
Soda&SoftDrinks,Dr. Pepper,100ml,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/108051305
Soda&SoftDrinks,Fanta,100ml,39 cal,164 kJ,https://images.albertsons-media.com/is/image/ABS/108050752
Soda&SoftDrinks,Fanta Zero,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/960101319
Soda&SoftDrinks,Five Alive,100ml,35 cal,147 kJ,
Soda&SoftDrinks,Fresca,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/108010178
Soda&SoftDrinks,Full Throttle,100ml,110 cal,462 kJ,
Soda&SoftDrinks,Fuze,100ml,20 cal,84 kJ,
Soda&SoftDrinks,Fuze Tea,100ml,25 cal,105 kJ,https://images.albertsons-media.com/is/image/ABS/960151832
Soda&SoftDrinks,Gatorade,100ml,25 cal,105 kJ,https://images.albertsons-media.com/is/image/ABS/960180238
Soda&SoftDrinks,Ginger Ale,100ml,35 cal,147 kJ,https://images.albertsons-media.com/is/image/ABS/208050720
Soda&SoftDrinks,Ice Tea,100ml,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/960489686
Soda&SoftDrinks,Jolt Cola,100ml,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/108010734
Soda&SoftDrinks,Kool-Aid,100ml,26 cal,109 kJ,https://images.albertsons-media.com/is/image/ABS/120070039
Soda&SoftDrinks,Lemonade,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/960326340
Soda&SoftDrinks,Mello Yello,100ml,49 cal,206 kJ,https://images.albertsons-media.com/is/image/ABS/108051181
Soda&SoftDrinks,Minute Maid,100ml,46 cal,193 kJ,https://images.albertsons-media.com/is/image/ABS/960141854
Soda&SoftDrinks,Minute Maid Light,100ml,2 cal,8 kJ,https://images.albertsons-media.com/is/image/ABS/970009400
Soda&SoftDrinks,Mug Root Beer,100ml,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/108051811
Soda&SoftDrinks,Orange Soda,100ml,48 cal,202 kJ,https://images.albertsons-media.com/is/image/ABS/108051453
Soda&SoftDrinks,Pepsi,100ml,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/108010302
Soda&SoftDrinks,Pibb Xtra,100ml,40 cal,168 kJ,https://images.albertsons-media.com/is/image/ABS/960076929
Soda&SoftDrinks,Powerade,100ml,120 cal,504 kJ,https://images.albertsons-media.com/is/image/ABS/108300007
Soda&SoftDrinks,Schweppes Ginger Ale,100ml,38 cal,160 kJ,https://images.albertsons-media.com/is/image/ABS/108051790
Soda&SoftDrinks,Soda,100ml,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/108010222
Soda&SoftDrinks,Sprite,100ml,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/108050651
Soda&SoftDrinks,Sprite Zero,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/108051468
Soda&SoftDrinks,Squirt,100ml,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/108051036
Soda&SoftDrinks,Sunkist,100ml,25 cal,105 kJ,https://images.albertsons-media.com/is/image/ABS/108051453
Soda&SoftDrinks,Surge,100ml,48 cal,202 kJ,https://images.albertsons-media.com/is/image/ABS/970111338
Soda&SoftDrinks,TaB,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/960549026
Soda&SoftDrinks,Tonic Water,100ml,35 cal,147 kJ,https://images.albertsons-media.com/is/image/ABS/960224040
Soda&SoftDrinks,Vanilla Coke,100ml,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/970492917
Wine,Cabernet Sauvignon,100ml,77 cal,323 kJ,https://images.albertsons-media.com/is/image/ABS/960063311
Wine,Cava,100ml,76 cal,319 kJ,https://images.albertsons-media.com/is/image/ABS/189100394
Wine,Champagne,100ml,76 cal,319 kJ,https://images.albertsons-media.com/is/image/ABS/960039725
Wine,Chardonnay,100ml,85 cal,357 kJ,https://images.albertsons-media.com/is/image/ABS/189051134
Wine,Chenin Blanc,100ml,80 cal,336 kJ,https://images.albertsons-media.com/is/image/ABS/189054036
Wine,Chocolate Wine,100ml,256 cal,1075 kJ,https://images.albertsons-media.com/is/image/ABS/960180971
Wine,Dry Red Wine,100ml,85 cal,357 kJ,https://images.albertsons-media.com/is/image/ABS/189052443
Wine,Gamay,100ml,78 cal,328 kJ,https://images.albertsons-media.com/is/image/ABS/960028813
Wine,Malbec,100ml,82 cal,344 kJ,https://images.albertsons-media.com/is/image/ABS/189055783
Wine,Malbec Wine,100ml,82 cal,344 kJ,https://images.albertsons-media.com/is/image/ABS/189055780
Wine,Marsala Wine,100ml,100 cal,420 kJ,https://images.albertsons-media.com/is/image/ABS/105450318
Wine,Merlot,100ml,83 cal,349 kJ,https://images.albertsons-media.com/is/image/ABS/960028802
Wine,Merlot Wine,100ml,83 cal,349 kJ,https://images.albertsons-media.com/is/image/ABS/189051042
